2026-04-22 23:46:20.629950;1;buy;1
2026-04-22 23:48:39.470965;1;buy;1
2026-04-22 23:50:09.268248;1;buy;1
2026-04-22 23:50:33.525936;1;buy;1
2026-04-22 23:51:35.388870;1;buy;1
2026-04-22 23:52:25.334854;1;buy;1
2026-04-22 23:52:52.314391;1;buy;1
2026-04-22 23:53:48.260636;1;buy;1
2026-04-22 23:54:00.869778;1;buy;1
2026-04-22 23:54:21.596878;1;buy;1
2026-04-22 23:54:37.518635;1;buy;1
2026-04-22 23:54:50.658297;1;buy;1
2026-04-22 23:55:04.177300;1;buy;1
2026-04-22 23:55:16.758813;1;buy;1
2026-04-22 23:55:31.708007;1;buy;1
2026-04-23 07:36:27.147227;1;buy;1
2026-04-23 07:37:28.627181;1;buy;1
2026-04-23 07:38:06.430335;1;buy;1
2026-04-23 07:38:49.710512;1;buy;1
2026-04-23 07:41:24.194629;1;buy;1
2026-04-23 07:41:59.824387;1;buy;1
2026-04-23 07:42:56.734724;1;buy;1
2026-04-23 07:43:44.170456;1;buy;1
2026-04-23 07:45:01.974441;1;buy;1
2026-04-23 07:45:48.800049;1;buy;1
2026-04-23 07:46:48.118816;1;buy;1
2026-04-23 07:48:18.706035;1;buy;1
2026-04-23 07:49:01.986897;1;buy;1
2026-04-23 07:49:40.895829;1;buy;1
2026-04-23 07:50:25.651775;1;buy;1
2026-04-23 07:51:19.518994;1;buy;1
2026-04-23 07:52:16.143459;1;buy;1
2026-04-23 07:53:06.443822;1;buy;1
2026-04-23 07:53:52.446220;1;buy;1
2026-04-23 07:54:42.486357;1;buy;1
2026-04-23 07:55:40.904124;1;buy;1
2026-04-23 07:56:33.130551;1;buy;1
2026-04-23 07:58:09.001649;1;buy;1
2026-04-23 07:58:48.149159;1;buy;1
2026-04-23 07:59:36.842363;1;buy;1
2026-04-23 08:01:27.019230;1;buy;1
2026-04-23 08:02:09.796069;1;buy;1
2026-04-23 08:02:55.350152;1;buy;1
2026-04-23 08:04:21.548228;1;buy;1
2026-04-23 08:05:06.181748;1;buy;1
2026-04-23 08:05:56.591644;1;buy;1
2026-04-23 08:06:12.600689;1;buy;1
2026-04-23 08:13:29.625367;1;buy;1
2026-04-23 08:16:55.968549;1;buy;1
2026-04-23 08:17:53.404746;1;buy;1
2026-04-23 08:20:37.090080;1;buy;1
2026-04-23 08:22:12.659105;1;buy;1
2026-04-23 08:22:37.282377;1;buy;1
2026-04-23 08:30:55.946232;1;buy;1
2026-04-23 09:38:37.324354;1;buy;1
2026-04-23 10:01:55.355107;1;buy;1
